ANO;MES;TRIMESTRE;RAZON_SOCIAL_anonimizado;ID_anonimizado;FECHA_EMISION;FECHA_VIGENCIA;vigencia_enanos;anos_paraVCMTO;AREA;ESPECIE;AMBITO;TIPO_DERECHO;CATEGORIA_PRODUCTIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;FECHA_CORTE;FECHA_PUB_PNDA
2016;12;4;78943C78829590EB4AA086F296BF3C21DF7C546CE5B200A9435979077635100C;138135;20161221;20461221;30;22;0.2813;BOQUICHICO, CARPA, GAMITANA, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);SAN MARTIN;RIOJA;PARDO MIGUEL;20240331;29/04/2024
2009;3;1;50C7F1D72A3B0B2E1E15466C60F6E40DDF39188A0E0E9463F98DB0864CA957EF;138150;20090313;20240313;15;0;1.251;GAMITANA, BOQUICHICO;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);LORETO;ALTO AMAZONAS;YURIMAGUAS;20240331;29/04/2024
2006;3;1;589DCADB12FFF4A7D7A5BA89A53F7202155746F17B5793D4AEC38D330914BD1F;138180;20060329;20360329;30;12;38.89;LANGOSTINO;MARICULTURA;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);TUMBES;ZARUMILLA;ZARUMILLA;20240331;29/04/2024
2017;1;1;60B865C9DADE635609772D45CD95BD4D010513780FE6CE1E47C825CB097A5673;138195;20170126;20470126;30;23;1.2949;BOQUICHICO, CAMARON, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;SORITOR;20240331;29/04/2024
2017;1;1;DDC80CB6CA2D522E323C637ECFCA8B199F0783303A243C4E55F25573F5970B17;138210;20170126;20250801;8;1;2.251;BOQUICHICO, CAMARON, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;CALZADA;20240331;29/04/2024
2017;1;1;0C9955F8FBBDB3EF57C4AE7455150D930690EFE60DF6FC553AD6C1B74D3A1A51;138255;20170126;20470126;30;23;0.8777;BOQUICHICO, CAMARON, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;SORITOR;20240331;29/04/2024
2017;1;1;FC6534BA3FA7A2A119561093D9F93C9E67A1284611421234BCE728096DA36DF5;138270;20170126;20470126;30;23;0.6316;BOQUICHICO, CAMARON, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;SORITOR;20240331;29/04/2024
2017;1;1;E1630B994BEAA3EF1E21E17DED4C798FD47D327435F12A0EB6CF196C008D77A9;138285;20170126;20470126;30;23;1.1031;BOQUICHICO, CAMARON, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;SORITOR;20240331;29/04/2024
2017;1;1;3A0397240F82F62A608EADC327DC0B681A2251304D664B42DFA5A104DDFDCE40;138300;20170131;20260614;9;2;3.18;BOQUICHICO, CAMARON, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;SAN MARTIN;EL PORVENIR;20240331;29/04/2024
2016;12;4;7539F4554D4F4253F453D867B945E59EF43813E2367C8E77FD3CEBD43D342F83;138330;20161230;20261230;10;2;1.224;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;CARABAYA;MACUSANI;20240331;29/04/2024
2017;5;2;D094CF86C48A6E79BB7161E057B75FD3D740B776D605A28630374EE59D0CD4C4;138345;20170504;20270504;10;3;0.214;CAMARON, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);LAMBAYEQUE;FERREÑAFE;PITIPO;20240331;29/04/2024
2016;12;4;68196A1FCC0C09E33EC00291E401FC28DCFE7216B545CE84719C090B9194B853;138360;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;YUNGUYO;YUNGUYO;20240331;29/04/2024
2016;12;4;42FFB47154C5AB68A263FF43BD9380099DBA2A937B55A028D78529C78B62ECE2;138375;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2013;1;1;A9AD25BB6F3AA807C9B6352877967B277539FD7A8CCD8406ACB7F40AA69858E7;138390;20130121;20430121;30;19;1.0613;BOQUICHICO, GAMITANA, PACO, TILAPIA DEL NILO, CARPA, CAMARON DE MALASIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;EL DORADO;SHATOJA;20240331;29/04/2024
2016;12;4;1BF131EA737F812D42644BD927E6BBCEB763A52F9A2A53E9872285512CECF7E4;138405;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;MOHO;CONIMA;20240331;29/04/2024
2016;12;4;9B58B9D5CA85CAA65CFF5731842177F17FC834F448970C6A55799E4BD9054B8D;138420;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2016;12;4;E6A4F94DD09B7F3B8BDEE997B317177534486C7C7690CAD4D3C5C27498B49185;138435;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2016;12;4;22B5063E60D26FEBFB33520D286561AAADE1CAC91824DEC12B0721484E6D576A;138450;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2016;12;4;07976CC085E5B872C27B293A92D85F32AAC9260915B283A78F6FC44A912FC3BE;138465;20161230;20261230;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;PARATIA;20240331;29/04/2024
2016;12;4;799FA1F97ABF93CB83BBD3327060D6103B6F8B31E9D721CA62277E4247E72EC6;138510;20161230;20261230;10;2;1.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;PUNO;CAPACHICA;20240331;29/04/2024
2016;12;4;5A743EBD4460BFF9B6213E88AC25369BDDC484EFD51908B3C8CE42AC8A2E27D9;138525;20161230;20261230;10;2;0.214;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;PUNO;PLATERIA;20240331;29/04/2024
2017;4;2;6BC852C04A18B100DE6D264C39F390CAC1ACE5424259414654FA55DD3781E398;138540;20170427;20370427;20;13;18.28;CONCHA DE ABANICO;MARICULTURA;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);ANCASH;SANTA;NUEVO CHIMBOTE;20240331;29/04/2024
2017;4;2;E858FA3D2901E2FA189E9966EE86EE9181CD802CDD1BCA354E171923FB69A954;138555;20170427;20370427;20;13;18.87;CONCHA DE ABANICO;MARICULTURA;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);ANCASH;SANTA;NUEVO CHIMBOTE;20240331;29/04/2024
2017;4;2;E858FA3D2901E2FA189E9966EE86EE9181CD802CDD1BCA354E171923FB69A954;138570;20170427;20370427;20;13;18.72;CONCHA DE ABANICO;MARICULTURA;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);ANCASH;SANTA;NUEVO CHIMBOTE;20240331;29/04/2024
2016;10;4;41B984D0591B8D2871F681463E361CB61C2092B5B97C23B3C68A81CECD7F7B8F;138585;20161014;20261014;10;2;463.05;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;SANTA ROSA;20240331;29/04/2024
2016;10;4;730456BBD75A79F377CC058678FBDBFD378AC54D472139C24DA8E3089890D091;138600;20161018;20261018;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2016;10;4;78ED4B43D545B008C392BB42D556E5645EDEB1A3E4DA14780E4860350A4E9863;138615;20161018;20261018;10;2;0.205;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;CHUCUITO;JULI;20240331;29/04/2024
2016;10;4;09D8548C0E7F76F780B525593FB41F3694E70449FFF04C150F1770DDD1EB5E81;138630;20161018;20261018;10;2;2.18;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;SANTA ROSA;20240331;29/04/2024
2016;10;4;4BD7A35B9917B1498D3BA9FEF928A69539C44EE2AFBE9172CC81A22D1275BFD5;138645;20161025;20261025;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2016;10;4;A71F53A6BDC544E2E816E0AE96A236D176F9069206BDABABCD78311BC0DE3D65;138660;20161025;20261025;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;CARABAYA;MACUSANI;20240331;29/04/2024
2016;10;4;A59506443623FC11CB0824C8F8A338E4D7367CED7EFAD4C2C55D14A21C320498;138675;20161026;20261026;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2016;10;4;B3595AE4D204EA91BA5BC029E3E1BAFDE3E05C38F77567139B244D07B41DBE25;138690;20161027;20261027;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;CHUCUITO;JULI;20240331;29/04/2024
2016;11;4;72ABB151975342675BBFE294521FE4FC217320A809CBD0F90B819F25700F59E8;138705;20161109;20261109;10;2;4.88;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;SANTA ROSA;20240331;29/04/2024
2016;11;4;60154750086974D7FAAD15F2FCDCFE64B5EFDE284035089F86B5A0ABFBDEB24F;138720;20161128;20261128;10;2;0.505;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;SANTA ROSA;20240331;29/04/2024
2016;12;4;831099258C0574409C15AAFC9302B8C3185E1C10B8E4E358DBCED798433EFF92;138735;20161202;20261220;10;2;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;AZANGARO;ARAPA;20240331;29/04/2024
2016;12;4;3EE8BF828B792031D142BABC9CC6A63701ECFB31812EAA02F26D6971442D01DD;138750;20161202;20261202;10;2;1.083;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;CHUCUITO;POMATA;20240331;29/04/2024
2016;12;4;64433765B7BAE69AB7D05435DBDA58BC2221A6C865423701BF3D68C983F8E9D6;138765;20161205;20261205;10;2;0.51;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;PARATIA;20240331;29/04/2024
2016;12;4;4BDBEEB5C432E618FC0F50B6AF34EC1632F574FBB027D3D154C1D5227ED954ED;138780;20161205;20261205;10;2;0.226;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;SANTA ROSA;20240331;29/04/2024
2016;12;4;0A7211E379584F0816BBEA5E8B83920AFB240C534670E0913447DE8864233E6B;138795;20161205;20261205;10;2;0.587;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;SAN ROMAN;CABANILLAS;20240331;29/04/2024
2017;4;2;8A9A9BF3F23CC3AA7578661B1BDB2A2E2C42789C4131E2799F637DC9BE6941B7;138810;20170427;20320427;15;8;0.0112;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;20240331;29/04/2024
2017;1;1;D191A09569A16936B694A05FEB8480D3671B4F6F09B3E94AEE85CCB01CC162D9;138825;20170120;20270120;10;3;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;1;1;625294D7C8A31983A7B831108EB294115B75FF1A84E41779D3256764410B614D;138840;20170130;20270130;10;3;0.105;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;CHUCUITO;JULI;20240331;29/04/2024
2017;1;1;BA2565BC722D69654C3E43B6C011C331268D7DE2225D337D33E90332871E2E61;138855;20170130;20270130;10;3;0.254;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;ILAVE;20240331;29/04/2024
2017;2;1;4B272D873F396776A633B86801AF733EE55A9F32131F558ECB03568310E6F354;138870;20170214;20270214;10;3;0.284;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;EL COLLAO;SANTA ROSA;20240331;29/04/2024
2017;2;1;2312FC5FBCD180D735B1C0A0894761D04E2676564E4CF48F83E88269A3A1EEF4;138885;20170220;20270220;10;3;0.25;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);PUNO;CHUCUITO;JULI;20240331;29/04/2024
2017;2;1;6C191A0BF042BA2C6BFBBF46CDA088AEF8765F476F33192E6FC2A1365212DFB3;138900;20170220;20270220;10;3;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;2;1;37EC5C96A6A5DBAD57CD17CAC3591549A3AD01963967DD50F832D6A3038A46AF;138915;20170220;20270220;10;3;1.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;2;1;37EC5C96A6A5DBAD57CD17CAC3591549A3AD01963967DD50F832D6A3038A46AF;138930;20170227;20270227;10;3;4.05;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;2;1;F0DD2CE924F3844DEC34AB532EE8BEE4AB5FFC6C1E149DC05876452D61BBA643;138945;20170228;20270228;10;3;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;3;1;76E17BED6901C0374382478339D9F334A7787FFE1F87FE916707D34C7D97217B;138960;20170320;20270320;10;3;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;3;1;55C553189ADC46A2343BEC90BD127E02039B7018270C9D67830AF08D980D9F2A;138975;20170320;20270320;10;3;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2017;3;1;4C9F8520BDE5E883A1014B0AE422B658D981778ECF637435D342A44203FFC541;138990;20170320;20270320;10;3;1;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);PUNO;LAMPA;SANTA LUCIA;20240331;29/04/2024
2009;2;1;D480A561C259CF984EC4F2C06A0BF95BE6400D1FF2FC6C3148A8DF2F21087255;139005;20090213;20240213;15;0;2.7;ACARAHUAZU, ARAHUANA, BOQUICHICO, GAMITANA, PACO, PAICHE, SABALO COLA ROJA, TUCUNARE;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);LORETO;MAYNAS;SAN JUAN BAUTISTA;20240331;29/04/2024
2015;12;4;94BC5978F6298F9092600DFE1E5B61951994BCC78A408CCDACABE9E89550F453;139020;20151209;20251209;10;1;0.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);AREQUIPA;LA UNION;PUYCA;20240331;29/04/2024
2017;4;2;E8DBEBFB6164770E82733F08E333D5A145EFD1EF6C77373C5D2232C4D808FBA1;139035;20170418;20470418;30;23;0.3;GAMITANA, PACO, PAICHE, CAMARON GIGANTE, TILAPIA DEL NILO;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;RIOJA;NUEVA CAJAMARCA;20240331;29/04/2024
2017;5;2;2B466E78C312C9031834D9D30BA2A02B8B85C43C8E4DC0A760179FFA86543EC2;139050;20170509;20470509;30;23;0.4865;GAMITANA, PACO, BOQUICHICO, PAICHE, TILAPIA DEL NILO, CAMARON DE MALASIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;20240331;29/04/2024
2017;5;2;AA0E6F66BF7FF44A7E62D4D34F74BB10DF52F565F4A0CC9D8BC5902A2B6413FF;139080;20170509;20470509;30;23;1.613;TILAPIA DEL NILO, GAMITANA, PACO, BOQUICHICO, PAICHE, CAMARON GIGANTE;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;PICOTA;BUENOS AIRES;20240331;29/04/2024
2017;5;2;9E432F7F50499A7C3045A9A42ED44A7096217D8040CDD3DC62C0E1DEA4F9F116;139095;20170509;20280701;11;4;1.142;BOQUICHICO, CAMARON GIGANTE, GAMITANA, PACO, PAICHE, TILAPIA DEL NILO;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;20240331;29/04/2024
2017;5;2;C9E8E4B937055EF816F2ADFE768B6CBB7CC00DC04AE94BB55FB6878B97DB4C7D;139110;20170509;20461215;29;22;1.56;CAMARON GIGANTE, GAMITANA, PACO, PAICHE, TILAPIA DEL NILO;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;YANTALO;20240331;29/04/2024
2016;12;4;FDFF8C7741C8E325DEFC5A0F78AB86B718E9B3C2AFB5704C3552BF5FBACD0956;139125;20161229;20461229;30;22;0.4416;BOQUICHICO, CAMARON GIGANTE, GAMITANA, PACO, PAICHE, TILAPIA DEL NILO;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;SAN MARTIN;MORALES;20240331;29/04/2024
2016;10;4;C62F506433FC47EF3856E4DE0918E190CAAA562883C2C3FCF865700884DEAC6F;139140;20161007;20261007;10;2;0.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;LA UNION;HUAYNACOTAS;20240331;29/04/2024
2016;10;4;876F36198A643D6489A1B58B9754F31D22610343710D48CC0441202CB79ED250;139155;20161007;20261007;10;2;0.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;LA UNION;HUAYNACOTAS;20240331;29/04/2024
2016;12;4;D8BD55EA6AC91185BFDB97F0A0F0EBA43BF7ED194620F8DACFCE7078A054BF21;139170;20161212;20261212;10;2;0.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;CASTILLA;CHACHAS;20240331;29/04/2024
2016;9;3;1381A308691801C04BFA16FED5B230EEE56183591CF4C2C4180CC3A746620039;139185;20160920;20260920;10;2;0.5;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;CONDESUYOS;CAYARANI;20240331;29/04/2024
2017;3;1;5F0EF4D9B2B0B09BBBB321173302601D65733972734D29EFD202D44EE961616A;139200;20170308;20470308;30;23;0.194;BOQUICHICO, GAMITANA, PACO, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);SAN MARTIN;TOCACHE;UCHIZA;20240331;29/04/2024
2016;10;4;941AE30C84740FA6D552DFD005B6BBB4A599BC7E7BFF25CB826A8E253AD0C9AD;139215;20161006;20261006;10;2;2;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;CONDESUYOS;CAYARANI;20240331;29/04/2024
2017;3;1;08C1A92B426718B32245407692899C8448630AE0649069B3BEE8F4149D707693;139230;20170308;20470308;30;23;0.4175;BOQUICHICO, GAMITANA, PACO, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);SAN MARTIN;TOCACHE;TOCACHE;20240331;29/04/2024
2017;5;2;7B4415840667946DF90FA504E1C12BBC35944E238060DED8BCE91A81635FEDCA;139245;20170509;20270509;10;3;0.0717;TILAPIA, CAMARON;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);LAMBAYEQUE;CHICLAYO;PATAPO;20240331;29/04/2024
2017;2;1;C76EE7299BDCE33DDEF2C02D4CDADE018BF724EE5D100E5F6E40760505C2A296;139275;20170213;20470213;30;23;1.2014;BOQUICHICO, CAMARON GIGANTE, GAMITANA, PACO, PAICHE, TILAPIA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);SAN MARTIN;MOYOBAMBA;SORITOR;20240331;29/04/2024
2017;1;1;E1832132C3D46097D260CCEFC4D66FD635A4EFD4D51C4A5FAE0A868490B8B719;139290;20170102;20270102;10;3;0.035;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;20240331;29/04/2024
2017;1;1;E1832132C3D46097D260CCEFC4D66FD635A4EFD4D51C4A5FAE0A868490B8B719;139305;20170102;20270102;10;3;0.05;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);AREQUIPA;AREQUIPA;CAYMA;20240331;29/04/2024
2015;8;3;3A939843AEDD142C23047AFEADCC3ADEC429E8FB15291400396DB637A7867E79;139320;20150814;20250814;10;1;0;TRUCHA;CONTINENTAL;CONCESION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);AREQUIPA;CAYLLOMA;CALLALLI;20240331;29/04/2024
2017;2;1;277D9093193D34A47F9551766D4F9556A5C62B3D34948768816F20E8985FA6B7;139335;20170213;20470213;30;23;0.752;TILAPIA, GAMITANA, PACO, BOQUICHICO, CAMARON GIGANTE;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);SAN MARTIN;LAMAS;TABALOSOS;20240331;29/04/2024
2017;5;2;1DCC4562DD7A2B19EAA213FA58C696325EDD95262AC66FE6DAED597CB039EEC9;139365;20170516;20270516;10;3;0.0108;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);JUNIN;TARMA;ACOBAMBA;20240331;29/04/2024
2017;5;2;F176EDCB6BE538459BA6D5FCE907F3193FD529AF5D9871938E0E615F32D4F544;139380;20170516;20270516;10;3;0.016;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);JUNIN;CHUPACA;HUACHAC;20240331;29/04/2024
2017;5;2;347937578A668E5CF38B692D9A66A6448271C63D1E08C22195BF55C66EEEB672;139395;20170516;20270516;10;3;0.0193;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);JUNIN;CONCEPCION;COMAS;20240331;29/04/2024
2014;10;4;4E99E01E5E66E3A50E992B4603D31EA634D76C91DB0F9A67389F2F9E85634963;139410;20141013;20241013;10;0;0;TRUCHA;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;20240331;29/04/2024
2015;3;1;A92021E3AEA30E36765E78FDC5C8BBE72A2B8104235B842F786784005C10D902;139425;20150331;20450331;30;21;0.9675;GAMITANA, PACO, PAICHE;CONTINENTAL;AUTORIZACION;ACUICULTURA DE MICRO Y PEQUEÑA EMPRESA (AMYPE);JUNIN;SATIPO;SATIPO;20240331;29/04/2024
2015;10;4;202A1DB5C52725B2DC7EF4BC3115C0F9377FB3AF3FBFBEBF8098111A06E03F38;139440;20151009;20451009;30;21;0.0839;BOQUICHICO, GAMITANA, PACO, PAICHE;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);JUNIN;SATIPO;RIO NEGRO;20240331;29/04/2024
2016;8;3;50FC1576E67E9DC8FC3054CA18129FA79C6235185AEB60685D2A18EFE740D62F;139455;20160822;20460822;30;22;0.4902;GAMITANA, PACO, BOQUICHICO;CONTINENTAL;AUTORIZACION;ACUICULTURA DE RECURSOS LIMITADOS (AREL);UCAYALI;ATALAYA;RAYMONDI;20240331;29/04/2024
